id,track,subtrack,tech,skill,source,q_preview
"rq-f-fe-mobile-3-6","frontend","fe-mobile","JavaScript","移动端浏览器兼容","https://developer.mozilla.org/zh-CN/docs/Web/JavaScript","在移动端 H5 页面中，点击事件在 iOS Safari 与微信 WebView 中存在 300ms 延迟（旧版）或点击穿透问题。请说明原因，并给出完整的解决方案（含代码）。"
"rq-f-fe-mobile-3-6-r2","frontend","fe-mobile","性能优化","移动端秒开优化","https://developer.mozilla.org/zh-CN/docs/Web/Performance","在移动端秒开优化中，如何利用浏览器渲染机制（如 Critical CSS、懒加载、`content-visibility`）减少首屏阻塞？请给出具体实践。"
"rq-f-fe-mobile-3-6-r3","frontend","fe-mobile","性能优化","移动端弱网与容错","https://developer.mozilla.org/zh-CN/docs/Web/Performance","在弱网环境下，如何利用Service Worker实现“离线优先”的降级策略？请说明缓存策略和与骨架屏/降级占位的配合方式。"
"rq-f-fe-mobile-3-7","frontend","fe-mobile","性能优化","移动端秒开优化","https://developer.mozilla.org/zh-CN/docs/Web/Performance","请设计一个移动端 H5 秒开优化方案，针对“电商商品详情页”，要求包含资源预加载、离线缓存、首屏直出与包体积治理四个维度，并说明如何验证优化效果。"
"rq-f-fe-mobile-3-8","frontend","fe-mobile","网络","移动端秒开优化","https://developer.mozilla.org/zh-CN/docs/Web/HTTP","移动端秒开优化中，如何处理“缓存更新”与“秒开”之间的矛盾？请以“版本号”与“Service Worker 更新策略”为例详细说明。"
"rq-f-fe-mobile-4-1","frontend","fe-mobile","JavaScript","移动端埋点采集","https://developer.mozilla.org/zh-CN/docs/Web/JavaScript","请解释移动端埋点采集中「曝光埋点」和「点击埋点」的核心区别，并说明在H5场景下实现曝光埋点时最常见的两种技术方案及其适用场景。"
"rq-f-fe-mobile-4-1-r2","frontend","fe-mobile","性能优化","移动端调试与抓包","https://developer.mozilla.org/zh-CN/docs/Web/Performance","请解释什么是移动端真机远程调试？它和PC端浏览器开发者工具调试有什么核心区别？请至少列举两种常见的真机调试方案。"
"rq-f-fe-mobile-4-2","frontend","fe-mobile","网络","移动端埋点采集","https://developer.mozilla.org/zh-CN/docs/Web/HTTP","请深入剖析移动端H5埋点「上报队列与丢包补偿」的完整机制。如果用户在一个弱网环境下快速点击了5个按钮，请描述从点击发生到最终数据到达服务器的完整链路，以及各环节如何保证不丢数据。"
"rq-f-fe-mobile-4-2-r2","frontend","fe-mobile","工程化","移动端调试与抓包","https://cdn.jsdelivr.net/npm/vconsole@3.15.1/dist/vconsole.min.js'","请介绍vConsole的作用、工作原理，并写出在项目中引入vConsole并只在非生产环境加载的代码示例。"
"rq-f-fe-mobile-4-3","frontend","fe-mobile","性能优化","移动端埋点采集","https://developer.mozilla.org/zh-CN/docs/Web/Performance","在H5移动端埋点中，「页面停留时长」这类时长统计埋点，有哪些常见的实现陷阱？请至少列出3个，并给出对应的解决方案。"
"rq-f-fe-mobile-4-3-r2","frontend","fe-mobile","网络","移动端调试与抓包","http://rootca.pro`（或`http://<PC-IP>:8899/ca`）下载根证书","请对比Charles和Whistle在移动端抓包上的核心差异，并说明在HTTPS抓包时，两者分别需要完成哪些关键配置步骤。"
"rq-f-fe-mobile-4-4","frontend","fe-mobile","性能优化","移动端调试与抓包","https://developer.mozilla.org/zh-CN/docs/Web/Performance","在移动端H5调试中，你遇到过哪些“PC上正常但真机上异常”的典型问题？请结合调试工具（vConsole/Charles）说明如何定位并解决至少两个此类问题。"
"rq-f-fe-mobile-4-5","frontend","fe-mobile","网络","移动端调试与抓包","https://developer.mozilla.org/zh-CN/docs/Web/HTTP","请辨析“代理抓包”和“远程调试”在移动端调试中的本质区别，并说明在什么场景下必须使用代理抓包而非远程调试。"
"rq-f-fe-mobile-4-6","frontend","fe-mobile","综合","移动端调试与抓包","","请编写一个场景实战方案：某H5页面在iOS微信中打开时白屏，但在Android微信和PC Chrome中正常。你只有一台Mac和一部iPhone，请描述完整的排查步骤，包括使用的工具和关键命令。"
"rq-f-fe-mobile-mid-1-1","frontend","fe-mobile","JavaScript","JSBridge 与 Hybrid 通信","https://developer.mozilla.org/zh-CN/docs/Web/JavaScript","请解释什么是 JSBridge，以及它在 Hybrid 应用中的核心作用是什么？它和纯 H5 页面调后端 API 有什么区别？"
"rq-f-fe-mobile-mid-1-2","frontend","fe-mobile","JavaScript","JSBridge 与 Hybrid 通信","https://developer.mozilla.org/zh-CN/docs/Web/JavaScript","请深入讲解 JSBridge 的通信原理：JS 调用 Native 时，消息是如何传输的？Native 调用 JS 时又是如何实现的？请分别针对 iOS 和 Android 展开。"
"rq-f-fe-mobile-mid-1-3","frontend","fe-mobile","JavaScript","JSBridge 与 Hybrid 通信","https://developer.mozilla.org/zh-CN/docs/Web/JavaScript","在设计 JSBridge 协议时，你如何定义一套健壮的 Bridge 协议？请给出具体的协议格式、参数校验、错误码设计，并说明如何保证扩展性。"
"rq-f-fe-mobile-mid-1-4","frontend","fe-mobile","安全","JSBridge 与 Hybrid 通信","https://owasp.org/","请对比 JSBridge 中「URL Scheme 拦截」和「JavaScript 注入」两种实现方式的优缺点，并说明在什么场景下你会选择哪种？"
"rq-f-fe-mobile-mid-1-5","frontend","fe-mobile","JavaScript","JSBridge 与 Hybrid 通信","https://developer.mozilla.org/zh-CN/docs/Web/JavaScript","在 Hybrid 应用中，JS 调用 Native 方法时如果 Native 端长时间无响应（或崩溃），你如何设计超时与降级机制？请给出具体实现方案。"
"rq-f-fe-mobile-mid-1-6","frontend","fe-mobile","网络","JSBridge 与 Hybrid 通信","https://developer.mozilla.org/zh-CN/docs/Web/HTTP","请辨析 JSBridge 与 WebSocket、postMessage（跨文档）在通信机制上的本质区别，并说明为什么 Hybrid 场景不能直接用 WebSocket 替代 JSBridge？"
"rq-f-fe-mobile-mid-2-1","frontend","fe-mobile","性能优化","PWA 与离线缓存","https://developer.mozilla.org/zh-CN/docs/Web/Performance","请解释 PWA 的核心技术组成，并说明 Service Worker 在其中的角色与生命周期。"
"rq-f-fe-mobile-mid-2-2","frontend","fe-mobile","网络","PWA 与离线缓存","https://developer.mozilla.org/zh-CN/docs/Web/HTTP","请详细比较 PWA 中常用的五种缓存策略（Cache First、Network First、Stale While Revalidate、Cache Only、Network Only），并给出各自适用场景。"
"rq-f-fe-mobile-mid-2-3","frontend","fe-mobile","性能优化","PWA 与离线缓存","https://developer.mozilla.org/zh-CN/docs/Web/Performance","在 PWA 中，如何设计一个可靠的“版本更新与缓存失效”机制？请结合代码说明。"
"rq-f-fe-mobile-mid-2-4","frontend","fe-mobile","性能优化","PWA 与离线缓存","https://developer.mozilla.org/zh-CN/docs/Web/Performance","请对比 PWA 与原生 App 在离线体验、分发渠道、系统能力、开发成本四个维度的差异，并说明 PWA 的适用边界。"
"rq-f-fe-mobile-mid-2-5","frontend","fe-mobile","网络","PWA 与离线缓存","https://developer.mozilla.org/zh-CN/docs/Web/HTTP","请实现一个“离线优先”的新闻列表页面：要求首次在线时缓存列表与详情页，离线时展示缓存数据，且在线时列表更新后自动刷新缓存。请写出核心 Service Worker 代码。"
"rq-f-fe-mobile-senior-1-1","frontend","fe-mobile","性能优化","移动端体验度量体系","https://developer.mozilla.org/zh-CN/docs/Web/Performance","请解释移动端体验度量体系中的 FMP（First Meaningful Paint）和 INP（Interaction to Next Paint）分别衡量什么？为什么在现代移动端场景下，INP 正在取代 FID 成为核心交互指标？"
"rq-f-fe-mobile-senior-1-2","frontend","fe-mobile","性能优化","移动端体验度量体系","https://developer.mozilla.org/zh-CN/docs/Web/Performance","在移动端 H5 中，如何设计一套完整的 FMP 采集方案？请从“采集时机”、“有意义内容判定”、“兼容降级”三个角度展开，并指出 FMP 的固有缺陷。"
"rq-f-fe-mobile-senior-1-3","frontend","fe-mobile","性能优化","移动端体验度量体系","https://developer.mozilla.org/zh-CN/docs/Web/Performance","对比 FMP、LCP、FCP 三个首屏加载指标，说明它们的核心区别、适用场景，以及在移动端 H5 中应如何选择？"
"rq-f-fe-mobile-senior-1-4","frontend","fe-mobile","工程化","移动端体验度量体系","https://nodejs.org/en/docs","如何设计一个移动端 H5 的 AB 实验系统，使其能准确评估“体验度量指标”（如 INP 或白屏率）的差异？请重点说明“分流机制”和“数据置信度”两个环节。"
"rq-f-fe-mobile-senior-1-5","frontend","fe-mobile","性能优化","移动端体验度量体系","https://developer.mozilla.org/zh-CN/docs/Web/Performance","请设计一个移动端 H5 的“卡顿监控”方案，要求能区分“主线程长任务”和“渲染帧率下降”，并说明如何与“白屏监控”形成闭环。"
"rq-f-fe-mobile-senior-1-6","frontend","fe-mobile","性能优化","移动端体验度量体系","https://developer.mozilla.org/zh-CN/docs/Web/Performance","在移动端 H5 中，采集 INP 指标时如何避免“误报”？请列举至少三种常见的干扰场景，并给出对应的过滤或修正策略。"
"rq-f-fe-mobile-senior-1-7","frontend","fe-mobile","工程化","移动端体验度量体系","https://nodejs.org/en/docs","请对比“合成监控”（Synthetic Monitoring）与“真实用户监控”（RUM）在移动端体验度量中的优劣，并说明在构建“卡顿与白屏监控闭环”时，二者应如何配合使用？"
"rq-f-fe-mobile-senior-2-1","frontend","fe-mobile","工程化","跨端方案选型决策","https://nodejs.org/en/docs","在移动端跨端方案选型中，H5、小程序、React Native 和原生四者最本质的差异是什么？请从技术架构和产物形态两个维度阐述你的理解。"
"rq-f-fe-mobile-senior-2-2","frontend","fe-mobile","工程化","跨端方案选型决策","https://nodejs.org/en/docs","假设你们团队要为一个电商 App 新增“限时秒杀”频道，要求 2 周内上线且后续每周迭代 2 次。请给出你的跨端选型方案，并详细说明成本、性能、迭代效率的权衡过程。"
"rq-f-fe-mobile-senior-2-3","frontend","fe-mobile","JavaScript","跨端方案选型决策","https://developer.mozilla.org/zh-CN/docs/Web/JavaScript","React Native 的 Bridge 通信机制在性能上有什么瓶颈？Fabric 架构是如何解决这个问题的？请结合 JS 与原生交互的具体场景说明。"
"rq-f-fe-mobile-senior-2-4","frontend","fe-mobile","性能优化","跨端方案选型决策","https://developer.mozilla.org/zh-CN/docs/Web/Performance","小程序的双线程架构中，setData 为什么慢？在开发中如何避免 setData 带来的性能问题？请给出至少 3 种优化策略并解释原理。"
"rq-f-fe-mobile-senior-2-5","frontend","fe-mobile","性能优化","跨端方案选型决策","https://developer.mozilla.org/zh-CN/docs/Web/Performance","在跨端方案中，如何量化评估“性能”和“迭代效率”？请设计一套可执行的评估指标体系，并说明在选型决策中如何设定权重。"
"rq-f-fe-mobile-senior-2-6","frontend","fe-mobile","CSS","跨端方案选型决策","https://developer.mozilla.org/zh-CN/docs/Web/CSS","在 H5 跨端方案中，常见的“兼容性坑”有哪些？请至少举出 3 个具体场景，并说明如何通过工程化手段规避。"
"rq-f-fe-mobile-senior-2-7","frontend","fe-mobile","工程化","跨端方案选型决策","https://nodejs.org/en/docs","请对比“小程序”和“React Native”在“动态化下发”能力上的差异。如果业务需要“A/B 实验频繁切换页面布局”，你会选择哪个方案？为什么？"
"rq-f-fe-mobile-senior-2-8","frontend","fe-mobile","工程化","跨端方案选型决策","https://nodejs.org/en/docs","请设计一个“跨端方案选型决策树”，覆盖以下分支条件：团队技术栈、性能要求、迭代频率、发布渠道、离线能力。请用文字描述决策逻辑，并给出一个“决策失败”的案例。"
"rq-f-fe-native-0-1","frontend","fe-native","性能优化","原生多线程与异步","https://developer.mozilla.org/zh-CN/docs/Web/Performance","在 iOS 的 GCD 中，`sync` 到主队列一定会死锁吗？请解释 `dispatch_sync` 与 `dispatch_async` 的本质区别，并说明在什么场景下 `sync` 到主队列会导致死锁，如何规避。"
"rq-f-fe-native-0-2","frontend","fe-native","性能优化","原生多线程与异步","https://developer.mozilla.org/zh-CN/docs/Web/Performance","Android 中协程的 `Dispatchers.Main` 与 `Dispatchers.IO` 切换时，线程是如何变化的？请解释协程上下文（CoroutineContext）的继承与覆盖机制，并给出一个在 ViewModel 中安全执"
"rq-f-fe-native-0-3","frontend","fe-native","性能优化","原生多线程与异步","https://developer.mozilla.org/zh-CN/docs/Web/Performance","iOS 中 `DispatchQueue`、`OperationQueue` 和 `Thread` 三种多线程方案有何异同？请从抽象层级、任务管理、依赖关系、取消机制等角度对比，并说明在实际项目中如何选择。"
"rq-f-fe-native-0-4","frontend","fe-native","性能优化","原生多线程与异步","https://developer.mozilla.org/zh-CN/docs/Web/Performance","在 Android 中，多个线程同时访问一个 `HashMap` 会导致什么问题？请解释 `ConcurrentHashMap`、`Collections.synchronizedMap` 和 `Hashtable` 的并发安全差异，并说明"
"rq-f-fe-native-0-5","frontend","fe-native","性能优化","原生多线程与异步","https://developer.mozilla.org/zh-CN/docs/Web/Performance","请描述一次你在实际项目中遇到的死锁或并发崩溃问题，并给出完整的排查思路与解决方案。要求涵盖：问题现象、初步定位手段（如 Instruments/Android Studio Profiler）、根因分析、最终修复代码。"
"rq-f-fe-native-0-6","frontend","fe-native","性能优化","原生多线程与异步","https://developer.mozilla.org/zh-CN/docs/Web/Performance","在 Android 中，`Thread`、`HandlerThread`、`AsyncTask`（已废弃）和协程分别适合什么场景？请对比它们的线程模型和生命周期管理，并说明为什么协程成为现代 Android 开发的首选。"
"rq-f-fe-native-1-1","frontend","fe-native","性能优化","内存管理与泄漏排查","https://developer.mozilla.org/zh-CN/docs/Web/Performance","请解释 Android 的 GC 机制与 iOS 的 ARC 机制在内存管理上的核心区别，并说明为什么 iOS 可以做到自动引用计数而 Android 需要垃圾回收？"
"rq-f-fe-native-1-2","frontend","fe-native","性能优化","内存管理与泄漏排查","https://developer.mozilla.org/zh-CN/docs/Web/Performance","请详细说明 iOS 中循环引用的产生场景，并给出至少三种检测和排查循环引用的方法。"
"rq-f-fe-native-1-3","frontend","fe-native","性能优化","内存管理与泄漏排查","https://developer.mozilla.org/zh-CN/docs/Web/Performance","在 Android 中，如何使用 Memory Profiler 定位内存泄漏？请描述从启动到定位的完整排查流程，并给出一个典型的内存泄漏案例。"
"rq-f-fe-native-1-4","frontend","fe-native","性能优化","内存管理与泄漏排查","https://developer.mozilla.org/zh-CN/docs/Web/Performance","对比分析 Android 中的 WeakReference、SoftReference、PhantomReference 与 iOS 中的 weak、unsafe_unretained、strong 在内存管理中的用途和区别。"
"rq-f-fe-native-1-5","frontend","fe-native","性能优化","内存管理与泄漏排查","https://developer.mozilla.org/zh-CN/docs/Web/Performance","请解释 Android 中 Handler 导致的内存泄漏原理，并写出正确的修复代码。同时说明为什么 Kotlin 中使用 object 匿名对象也会造成同样的泄漏。"
"rq-f-fe-native-2-1","frontend","fe-native","JavaScript","客户端架构模式","https://developer.mozilla.org/zh-CN/docs/Web/JavaScript","请解释MVVM、MVI、VIPER三种架构模式的核心思想，并说明它们各自解决的核心问题是什么？"
"rq-f-fe-native-2-2","frontend","fe-native","JavaScript","客户端架构模式","https://developer.mozilla.org/zh-CN/docs/Web/JavaScript","在MVI架构中，如何处理异步操作（如网络请求）？请描述完整的流程，并指出容易出现的坑。"
"rq-f-fe-native-2-3","frontend","fe-native","JavaScript","客户端架构模式","https://developer.mozilla.org/zh-CN/docs/Web/JavaScript","MVVM与MVI的核心区别是什么？在实际项目中，什么情况下你会选择MVI而不是MVVM？请结合状态管理的复杂性分析。"
"rq-f-fe-native-2-4","frontend","fe-native","JavaScript","客户端架构模式","https://developer.mozilla.org/zh-CN/docs/Web/JavaScript","在VIPER架构中，Router负责导航，但很多开发者认为Router是“多余的”，因为View可以直接Push到下一个页面。请反驳或支持这一观点，并说明Router的正确使用方式。"
"rq-f-fe-native-2-5","frontend","fe-native","TypeScript","客户端架构模式","https://www.typescriptlang.org/docs/","请实现一个简单的依赖注入容器（支持注册、解析、单例/工厂作用域），并说明它在客户端架构中的价值。请用伪代码或TypeScript实现。"
"rq-f-fe-native-3-1","frontend","fe-native","网络","原生网络与数据持久化","https://api.com/users/1""","请解释 Retrofit 和 URLSession 在原生网络请求中的核心作用，并说明它们与底层网络协议（如 HTTP）的关系。"
"rq-f-fe-native-3-1-r2","frontend","fe-native","性能优化","自定义视图与动画","https://developer.mozilla.org/zh-CN/docs/Web/Performance","请解释 Android 自定义 View 的 onMeasure、onLayout、onDraw 三个方法的作用与调用顺序，并说明在自定义 View 中如何正确实现测量逻辑以避免常见问题。"
"rq-f-fe-native-3-2","frontend","fe-native","网络","原生网络与数据持久化","https://developer.mozilla.org/zh-CN/docs/Web/HTTP","在使用 Retrofit 或 URLSession 时，如何处理 JSON 解析？请对比 Gson/Moshi 与 Codable/JSONSerialization 的差异，并指出常见解析失败场景。"
"rq-f-fe-native-3-2-r2","frontend","fe-native","性能优化","自定义视图与动画","https://developer.mozilla.org/zh-CN/docs/Web/Performance","请详细解释 Android 属性动画（ValueAnimator / ObjectAnimator）的工作原理，包括时间插值器（Interpolator）与类型估值器（TypeEvaluator）的作用，并说明它们与 View 动画（补间动"
"rq-f-fe-native-3-3","frontend","fe-native","网络","原生网络与数据持久化","https://developer.mozilla.org/zh-CN/docs/Web/HTTP","请解释 Room 和 CoreData 在数据持久化中的核心机制，并对比它们与直接使用 SQLite 或文件存储的优劣。"
"rq-f-fe-native-3-3-r2","frontend","fe-native","性能优化","自定义视图与动画","https://developer.mozilla.org/zh-CN/docs/Web/Performance","在 iOS 开发中，UIView 动画与 Core Animation（CALayer）动画有何区别？请说明在实际开发中如何选择，并指出使用 Core Animation 动画时容易遇到的“模型层与呈现层不一致”问题及其解决方案。"
"rq-f-fe-native-3-4","frontend","fe-native","网络","原生网络与数据持久化","https://developer.mozilla.org/zh-CN/docs/Web/HTTP","在处理网络请求时，如何确保数据持久化的一致性？比如先写缓存还是先写网络，或者并发请求导致的数据竞争问题。"
"rq-f-fe-native-3-4-r2","frontend","fe-native","性能优化","自定义视图与动画","https://developer.mozilla.org/zh-CN/docs/Web/Performance","请对比 Android 与 iOS 在手势处理机制上的异同（Android：GestureDetector/onTouchEvent；iOS：UIGestureRecognizer），并说明在自定义视图中处理复杂手势（如拖拽、缩放、旋转）时"
"rq-f-fe-native-3-5","frontend","fe-native","网络","原生网络与数据持久化","https://developer.mozilla.org/zh-CN/docs/Web/HTTP","请对比 Retrofit 的拦截器（Interceptor）与 URLSession 的 `URLProtocol` 或 `URLSessionTaskDelegate`，在实现统一请求头、日志、重试机制时有什么异同？"
"rq-f-fe-native-3-5-r2","frontend","fe-native","性能优化","自定义视图与动画","https://developer.mozilla.org/zh-CN/docs/Web/Performance","请设计一个 Android 自定义 View 实现“可拖拽缩放的正方形图片裁剪框”，要求：支持单指拖拽移动、双指缩放（中心点不变）、边界限制不超出父容器。请写出核心代码逻辑，并说明性能优化点。"
"rq-f-fe-native-3-6","frontend","fe-native","安全","原生网络与数据持久化","https://owasp.org/","在原生客户端中，如何安全地存储网络请求返回的敏感数据（如 token、用户信息）？请对比 SharedPreferences/UserDefaults 与 Keychain/Keystore 的适用场景。"
"rq-f-fe-native-4-1","frontend","fe-native","工程化","应用签名与上架流程","https://nodejs.org/en/docs","请解释一下 iOS 和 Android 应用签名的作用分别是什么？为什么上架前必须进行签名？"
"rq-f-fe-native-4-1-r2","frontend","fe-native","JavaScript","组件化与模块解耦","https://developer.mozilla.org/zh-CN/docs/Web/JavaScript","请解释前端组件化的核心思想，以及它与传统页面开发模式在模块解耦上的本质区别。"
"rq-f-fe-native-4-2","frontend","fe-native","工程化","应用签名与上架流程","https://nodejs.org/en/docs","在 Android 中，什么是构建变体（Build Variant）？它和 iOS 的 Debug/Release 配置有何异同？请结合上架流程说明如何正确配置。"
"rq-f-fe-native-4-2-r2","frontend","fe-native","工程化","组件化与模块解耦","https://nodejs.org/en/docs","在大型前端项目中，路由框架（如Vue Router/React Router）如何实现模块懒加载与代码分割？请结合原生客户端场景说明其原理。"
"rq-f-fe-native-4-3","frontend","fe-native","工程化","应用签名与上架流程","https://nodejs.org/en/docs","iOS 上架 App Store 时，证书（Certificate）和描述文件（Provisioning Profile）分别是什么关系？请描述从创建证书到成功上架的完整流程，并指出最容易出错的环节。"
"rq-f-fe-native-4-3-r2","frontend","fe-native","工程化","组件化与模块解耦","https://nodejs.org/en/docs","请辨析“模块化”与“组件化”的区别，并说明在原生客户端（Android/iOS）与前端混编项目中，二者如何协同实现依赖治理？"
"rq-f-fe-native-4-4","frontend","fe-native","工程化","应用签名与上架流程","https://nodejs.org/en/docs","Android 应用上架 Google Play 和应用商店（如华为/小米）时，签名要求有何不同？请对比 v1/v2/v3 签名方案的区别，并说明如何选择。"
"rq-f-fe-native-4-4-r2","frontend","fe-native","JavaScript","组件化与模块解耦","https://developer.mozilla.org/zh-CN/docs/Web/JavaScript","请设计一个前端路由框架的“组件级权限控制”方案，要求支持动态路由注册与原生客户端登录态同步。"
"rq-f-fe-native-4-5","frontend","fe-native","工程化","应用签名与上架流程","https://nodejs.org/en/docs","应用商店审核（以 App Store 和 Google Play 为例）最常见的被拒原因有哪些？作为初级工程师，在上架前应做哪些自检来避免审核失败？"
"rq-f-fe-native-4-5-r2","frontend","fe-native","工程化","组件化与模块解耦","https://nodejs.org/en/docs","在大型前端项目中，编译提速有哪些常用手段？请结合原生客户端打包流程（如WebView离线包）说明如何协同优化。"
"rq-f-fe-native-4-6","frontend","fe-native","JavaScript","组件化与模块解耦","https://developer.mozilla.org/zh-CN/docs/Web/JavaScript","请实现一个简单的“组件通信总线”（Event Bus），要求支持命名空间、一次性监听和自动清理，并说明其与Vuex/Redux等状态管理工具的适用边界。"
"rq-f-fe-native-4-7","frontend","fe-native","工程化","组件化与模块解耦","https://nodejs.org/en/docs","在组件化开发中，如何治理“循环依赖”（A组件依赖B，B又依赖A）？请从构建工具和代码设计两个层面说明。"
"rq-f-fe-native-5-1","frontend","fe-native","工程化","崩溃日志与线上监控","https://nodejs.org/en/docs","请解释什么是崩溃日志的符号化（Symbolication），为什么它在线上监控中至关重要？请以 iOS 或 Android 为例说明符号化前后的差异。"
"rq-f-fe-native-5-2","frontend","fe-native","性能优化","崩溃日志与线上监控","https://developer.mozilla.org/zh-CN/docs/Web/Performance","请深入剖析 iOS 或 Android 中 ANR（Application Not Responding）的触发原理，并说明线上如何捕获和定位 ANR 问题。"
"rq-f-fe-native-5-3","frontend","fe-native","工程化","崩溃日志与线上监控","https://nodejs.org/en/docs","在灰度发布阶段，你如何设计一套崩溃监控的指标观测体系？请给出具体的指标定义、上报策略与决策流程。"
"rq-f-fe-native-5-4","frontend","fe-native","工程化","崩溃日志与线上监控","https://nodejs.org/en/docs","请对比 iOS 的 dSYM 符号表与 Android 的 ProGuard/R8 mapping 文件在崩溃还原过程中的异同，并说明各自的最佳实践。"
"rq-f-fe-native-5-5","frontend","fe-native","性能优化","崩溃日志与线上监控","https://developer.mozilla.org/zh-CN/docs/Web/Performance","请设计一个线上卡死（ANR / 无响应）的自动检测与定位方案，要求能区分“主线程死锁”与“主线程过载”两种场景，并给出关键代码或伪代码。"
"rq-f-fe-native-5-6","frontend","fe-native","性能优化","崩溃日志与线上监控","https://developer.mozilla.org/zh-CN/docs/Web/Performance","在崩溃日志分析中，如何区分“内存溢出（OOM）导致的崩溃”与“普通异常崩溃”？线上如何优化 OOM 的捕获与治理？"
"rq-f-fe-native-junior-0-1","frontend","fe-native","工程化","Kotlin 或 Swift 语法","https://nodejs.org/en/docs","在 Kotlin 和 Swift 中，空安全（Null Safety / Optional）分别是如何实现的？请对比两者的核心机制，并说明它们在编译期和运行期分别做了哪些保障。"
"rq-f-fe-native-junior-0-2","frontend","fe-native","工程化","Kotlin 或 Swift 语法","https://nodejs.org/en/docs","请解释 Kotlin 协程（Coroutine）和 Swift 的 async/await 在并发模型上的核心区别，并说明它们各自如何处理结构化并发（Structured Concurrency）。"
"rq-f-fe-native-junior-0-3","frontend","fe-native","工程化","Kotlin 或 Swift 语法","https://nodejs.org/en/docs","在 Kotlin 和 Swift 中，集合（Collection）的函数式写法（如 map、filter、reduce）有哪些常见易错点？请结合惰性求值（Lazy）和可变性（Mutability）给出具体示例。"
"rq-f-fe-native-junior-0-4","frontend","fe-native","工程化","Kotlin 或 Swift 语法","https://nodejs.org/en/docs","请对比 Kotlin 的 `sealed class` 与 Swift 的 `enum`（带关联值）在表达代数数据类型（ADT）时的异同，并说明它们在状态管理场景下的实战用法。"
"rq-f-fe-native-junior-0-5","frontend","fe-native","工程化","Kotlin 或 Swift 语法","https://nodejs.org/en/docs","请编写一个 Kotlin 协程 + 集合函数式写法的实战场景：从网络批量拉取用户信息，过滤出成年用户，并按年龄降序取前 10 个，最后在主线程更新 UI。要求处理错误和取消，并说明每步的易错点。"
"rq-f-fe-native-junior-1-1","frontend","fe-native","性能优化","原生声明式 UI","https://developer.mozilla.org/zh-CN/docs/Web/Performance","请解释 Jetpack Compose 或 SwiftUI 中“声明式 UI”与传统的命令式 UI（如 View 体系 / UIKit）在编程模型上的本质区别，并说明为什么声明式更适合现代客户端开发。"
"rq-f-fe-native-junior-1-2","frontend","fe-native","性能优化","原生声明式 UI","https://developer.mozilla.org/zh-CN/docs/Web/Performance","在 Jetpack Compose 中，`remember` 与 `rememberSaveable` 的区别是什么？在 SwiftUI 中对应的 `@State` 与 `@SceneStorage` / `@AppStorage` 有何异"
"rq-f-fe-native-junior-1-3","frontend","fe-native","性能优化","原生声明式 UI","https://developer.mozilla.org/zh-CN/docs/Web/Performance","在 SwiftUI 中，`@State`、`@Binding`、`@ObservedObject`、`@EnvironmentObject` 四种属性包装器的使用场景和底层机制分别是什么？请用代码示例说明它们如何协作。"
"rq-f-fe-native-junior-1-4","frontend","fe-native","性能优化","原生声明式 UI","https://developer.mozilla.org/zh-CN/docs/Web/Performance","Jetpack Compose 中，`LaunchedEffect`、`DisposableEffect`、`rememberCoroutineScope` 三者分别用于什么场景？它们的生命周期与 Composable 的生命周期有何关系？"
"rq-f-fe-native-junior-1-5","frontend","fe-native","性能优化","原生声明式 UI","https://developer.mozilla.org/zh-CN/docs/Web/Performance","在 SwiftUI 中，`VStack`、`HStack`、`ZStack` 与 `GeometryReader` 的布局机制有何不同？请解释 SwiftUI 的“提议尺寸（Proposed Size）”与“子视图决定尺寸”的布局流程，并指"
"rq-f-fe-native-junior-1-6","frontend","fe-native","性能优化","原生声明式 UI","https://developer.mozilla.org/zh-CN/docs/Web/Performance","请对比 Jetpack Compose 与 SwiftUI 在“状态管理”和“重组/刷新机制”上的核心异同。若你需要在跨平台团队中推广声明式 UI 的最佳实践，你会提炼哪三条通用原则？"
"rq-f-fe-native-junior-1-7","frontend","fe-native","性能优化","原生声明式 UI","https://developer.mozilla.org/zh-CN/docs/Web/Performance","请用 Jetpack Compose 实现一个“防抖搜索框”：用户输入后 500ms 无新输入才发起网络请求，并展示加载状态与结果列表。要求处理竞态条件（后发的请求先返回）与组件销毁时的协程取消。请写出核心代码并解释关键点。"
"rq-f-fe-native-junior-2-1","frontend","fe-native","综合","组件生命周期","","请详细描述 Android Activity 从创建到销毁的完整生命周期回调顺序，并说明每个回调的典型用途。"
"rq-f-fe-native-junior-2-2","frontend","fe-native","综合","组件生命周期","","请对比 Activity 的 onSaveInstanceState() 与 onPause() 在状态保存上的区别，并说明为什么 onSaveInstanceState() 不能替代 onPause() 来保存数据。"
"rq-f-fe-native-junior-2-3","frontend","fe-native","综合","组件生命周期","","请描述 Android Fragment 的生命周期与 Activity 生命周期的关联关系，并说明在 Activity 的 onPause 回调中执行 Fragment 操作时可能遇到的问题及解决方案。"
"rq-f-fe-native-junior-2-4","frontend","fe-native","综合","组件生命周期","","请解释 iOS 中 ViewController 的 viewDidLoad、viewWillAppear、viewDidAppear、viewWillDisappear、viewDidDisappear 的调用时机，并说明在 viewDi"
"rq-f-fe-native-junior-2-5","frontend","fe-native","综合","组件生命周期","","请对比 Android Activity 的 onSaveInstanceState 与 iOS 的 state restoration（状态恢复）机制的异同点，并说明在各自平台上实现状态保存的最佳实践。"
